"Name","Team.Name","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"EVAN STEWART","OREGON",116,58,2,63.52,"B-"
"KAYDEN DIXON-WYATT","USC",82,41,2,63.4,"B-"
"AMARE THOMAS","HOUSTON",146,73,2,63.22,"B-"
"CATAURUS HICKS","PITTSBURGH",104,52,2,63.15,"B-"
"GRIFFIN WILDE","NWESTERN",54,54,1,62.89,"B-"
"CHRIS DURR JR.","MARYLAND",78,39,2,62.85,"B-"
"DEANDRE MOORE JR.","COLORADO",140,70,2,61.78,"B-"
"RYAN WINGO","TEXAS",86,43,2,61.47,"B-"
"KOBY YOUNG","HOUSTON",130,65,2,60.58,"B-"
"T.J. MOORE","CLEMSON",80,40,2,60.51,"B-"
"JONAH BURTON","DUKE",72,36,2,60.38,"B-"
"LEGEND GLASKER","BYU",23,23,1,60.27,"B-"
"JEREMIAH MCCLELLAN","OREGON",126,63,2,60.15,"B-"
"CHRIS MARSHALL","ARKANSAS",145,72.5,2,60.03,"B-"
"JONATHAN BIBBS","UCF",16,16,1,59.85,"C+"
"MIKEY MATTHEWS","UCLA",35,35,1,59.62,"C+"
"BRYCE YATES","PITTSBURGH",28,28,1,59.27,"C+"
"KENNY DARBY","KENTUCKY",40,20,2,59.15,"C+"
"GIOVANNI RICHARDSON","ARIZONA",70,35,2,58.87,"C+"
"TRELL HARRIS","OKLAHOMA",58,29,2,58.77,"C+"
"JALEN COOPER","SMU",47,47,1,58.76,"C+"
"JAVON TRACY","MINNESOTA",62,31,2,58.74,"C+"
"CHASE SOWELL","PENN STATE",72,36,2,56.12,"C+"
"NOAH JENNINGS","MINNESOTA",66,33,2,55.82,"C+"
"SANFRISCO MAGEE","MISS STATE",58,29,2,55.76,"C+"
"TATE NAGY","KANSAS",35,35,1,55.62,"C+"
"ZION RAGINS","MISS STATE",76,38,2,55.27,"C+"
"BRADEN PEGAN","UTAH",90,45,2,54.87,"C+"
"ANTONIO MEEKS","WAKE",48,24,2,54.85,"C+"
"DAYLYN UPSHAW","MIAMI FL",27,27,1,54.83,"C+"
"MIKE MATTHEWS","TENNESSEE",88,44,2,54.69,"C+"
"TJ ABRAMS","FLORIDA",54,27,2,54.61,"C+"
"KWAZI GILMER","NEBRASKA",128,64,2,54.05,"C+"
"KYLER KASPER","BYU",66,33,2,53.9,"C+"
"CHASE HENDRICKS","CAL",174,87,2,53.8,"C+"
"JADON PORTER","BAYLOR",72,72,1,53.59,"C+"
"IAN STRONG","CAL",178,89,2,53.35,"C+"
"RYAN COLEMAN-WILLIAMS","ALABAMA",116,58,2,52.91,"C"
"ISAIAH SATEGNA III","OKLAHOMA",40,20,2,52.88,"C"
"HORATIO FIELDS","OLE MISS",136,68,2,52.83,"C"
"WINSTON WATKINS JR.","LSU",136,68,2,52.75,"C"
"LOUIS BROWN IV","BAYLOR",200,100,2,52.67,"C"
"RASHID WILLIAMS","WASHINGTON",100,50,2,52.2,"C"
"OMARION MILLER","ARIZONA ST",72,36,2,52.12,"C"
"EUGENE WILSON III","LSU",130,65,2,51.92,"C"
"DJ BLACK","S CAROLINA",24,24,1,51.87,"C"
"CENSERE LEE","PITTSBURGH",82,41,2,51.63,"C"
"RADARIOUS JACKSON","TENNESSEE",50,25,2,51.29,"C"
"JEREMIAH KOGER","AUBURN",110,55,2,50.95,"C"
"DEVIN MCCUIN","OHIO STATE",74,37,2,50.87,"C"
"RODNEY BULLARD JR.","MICH STATE",146,73,2,50.87,"C"
"MARQUIS JOHNSON","MISS STATE",80,40,2,50.8,"C"
"TYRELL HENRY","WISCONSIN",86,43,2,50.68,"C"
"MARIO CRAVER","TEXAS A&M",82,41,2,50.66,"C"
"JUNIOR SHERRILL","VANDERBILT",110,55,2,50.34,"C"
"TERRY BUSSEY","TEXAS A&M",76,38,2,50.32,"C"
"JACKSON HARRIS","LSU",80,40,2,49.88,"C"
"NAHZAE COX","KANSAS",72,36,2,49.87,"C"
"KENNY JOHNSON","TEXAS TECH",104,52,2,49.51,"C"
"TK KEYS","TENNESSEE",26,26,1,49.39,"C"
"ISMAEL CISSE","ARKANSAS",64,32,2,49.23,"C"
"NICK MARSH","INDIANA",43,43,1,48.99,"C"
"CHRIS BARNES","OKLA STATE",156,78,2,48.93,"C"
"CHAUNCEY MAGWOOD","PURDUE",72,36,2,48.78,"C"
"CHRIS BROOKS JR.","WISCONSIN",94,47,2,48.54,"C"
"REECE VANDER ZEE","IOWA",70,35,2,48.26,"C"
"DAWSON POUGH","BOSTON COL",92,46,2,48.21,"C"
"COY EAKIN","TEXAS TECH",72,36,2,48.07,"C"
"JUSTIN BOWICK","OKLA STATE",160,80,2,47.87,"C"
"XAVIER TOWNSEND","PURDUE",58,29,2,47.82,"C"
"JORDAN ALLEN","GA TECH",90,45,2,47.81,"C"
"DJ EPPS","W VIRGINIA",49,49,1,47.78,"C"
"CHRIS LAWSON","WASHINGTON",112,56,2,47.77,"C"
"KESHAUN SINGLETON","AUBURN",151,75.5,2,47.69,"C"
"TREYSHUN HURRY","LOUISVILLE",140,70,2,47.62,"C"
"KAM SHANKS","WAKE",48,24,2,47.13,"C"
"DALEN PENSON","GA TECH",90,45,2,47.08,"C"
"YAMIR KNIGHT","SMU",100,50,2,46.83,"C"
"RIC'DARIOUS FARMER","UCF",20,20,1,46.72,"C"
"TRA'MAR HARRIS","PURDUE",18,18,1,46.59,"C-"
"ZACHARYUS WILLIAMS","USC",33,33,1,46.28,"C-"
"EMMETT MOSLEY V","TEXAS",74,37,2,45.97,"C-"
"NYCK HARBOR","S CAROLINA",64,32,2,45.55,"C-"
"RICO SCOTT","ALABAMA",120,60,2,44.9,"C-"
"SEMAJ MORGAN","UCLA",50,25,2,44.84,"C-"
"MALACHI HENRY","CINCINNATI",56,28,2,44.54,"C-"
"HAYDEN MOORE","MINNESOTA",25,25,1,42.28,"C-"
"TRENT WALKER","HOUSTON",92,46,2,42.26,"C-"
"JORDAN ONOVUGHE","STANFORD",30,30,1,42.18,"C-"
"JOSHUA MOORE","MIAMI FL",22,22,1,42.05,"C-"
"ISAIAH MIZELL","ARIZONA",27,27,1,41.44,"C-"
"TRAYLON RAY","OLE MISS",40,20,2,41.42,"C-"
"DEZMEN ROEBUCK","WASHINGTON",112,56,2,41.34,"C-"
"BAILEY STOCKTON","FLORIDA",14,14,1,41.03,"C-"
"JARON TIBBS","KANSAS ST",88,44,2,40.84,"C-"
"AYDEN GREENE","VA TECH",58,29,2,40.83,"C-"
"MALIK KNIGHT","PITTSBURGH",88,44,2,40.76,"C-"
"JORDAN CLAY","WASHINGTON",12,12,1,40.6,"C-"
"LARENZO FENNER","CINCINNATI",23,23,1,40.59,"C-"
"EUGENE HILTON JR.","WISCONSIN",17,17,1,40.52,"C-"
"CHAS NIMROD","AUBURN",137,68.5,2,40.22,"C-"
"TRE SPIVEY","ARIZONA",74,37,2,40.06,"C-"
"KALEB WEBB","MARYLAND",106,53,2,40.02,"C-"
"BRETT ESKILDSEN","PENN STATE",60,30,2,39.95,"D+"
"JALEN SMITH","MINNESOTA",74,37,2,39.89,"D+"
"JOSH DERRY","UCF",58,29,2,39.54,"D+"
"BRANDON INNISS","OHIO STATE",48,24,2,39.44,"D+"
"TYLER MORRIS","INDIANA",33,33,1,39.12,"D+"
"BRIAN ROWE JR.","UCLA",88,44,2,39.03,"D+"
"CHRISHON MCCRAY","MICH STATE",138,69,2,38.97,"D+"
"JARRIETT BUIE","IOWA",45,45,1,38.94,"D+"
"TERRENCE LEWIS","OKLA STATE",68,34,2,38.89,"D+"
"BRAYLON STALEY","TENNESSEE",80,40,2,38.82,"D+"
"DAVION BROWN","VA TECH",56,28,2,38.79,"D+"
"WADEN CHARLES","UCF",62,31,2,38.58,"D+"
"HUDSON CLEMENT","ILLINOIS",80,40,2,38.47,"D+"
"JADEN BRAY","W VIRGINIA",59,59,1,38.34,"D+"
"DE'NYLON MORRISSETTE","PURDUE",54,27,2,38.12,"D+"
"R.J. MOSLEY","ARIZONA",23,23,1,37.81,"D+"
"NYZIAH HUNTER","NEBRASKA",84,42,2,37.75,"D+"
"LOTZEIR BROOKS","ALABAMA",74,37,2,37.04,"D+"
"MICAH HUDSON","TEXAS TECH",94,47,2,37.01,"D+"
"DRE'LON MILLER","BAYLOR",32,16,2,36.98,"D+"
"DUCE ROBINSON","FLORIDA ST",68,68,1,36.94,"D+"
"CADE WOLFORD","CINCINNATI",20,20,1,36.88,"D+"
"LANDON ELLIS","UCLA",31,31,1,36.76,"D+"
"TYLER BROWN","CLEMSON",58,29,2,36.7,"D+"
"BRANDON WHITE","KANSAS ST",46,23,2,36.68,"D+"
"COREY SIMMS","USC",70,35,2,36.55,"D+"
"BEN BLACK III","RUTGERS",70,35,2,36.23,"D+"
"FREDRICK MOORE","MICH STATE",146,73,2,36.22,"D+"
"TYREN HORNES","UCF",22,22,1,35.99,"D+"
"TYSEER DENMARK","VA TECH",32,16,2,35.99,"D+"
"CREED WHITTEMORE","UTAH",42,21,2,35.9,"D+"
"NAESHAUN MONTGOMERY","MISSOURI",118,59,2,35.76,"D+"
"ZION ROBINSON","STANFORD",35,35,1,35.72,"D+"
"RICKY JOHNSON","UTAH",78,39,2,35.24,"D+"
"KAHLEIL JACKSON","FLORIDA",25,25,1,35.09,"D+"
"JOURDIN HOUSTON","RUTGERS",84,42,2,35.02,"D+"
"JAYVAN BOGGS","FLORIDA ST",47,47,1,33.98,"D+"
"CHRIS HENRY JR.","OHIO STATE",38,38,1,33.81,"D+"
"TYSHAWN RUSSELL","SYRACUSE",21,21,1,33.55,"D+"
"KEATON KUBECKA","KANSAS",72,36,2,33.51,"D+"
"ANTONIO JORDAN","ARKANSAS",14,14,1,33.48,"D+"
"DANNY SCUDERO","COLORADO",13,13,1,33.35,"D+"
"ISIAH CANION","GEORGIA",46,23,2,33.05,"D"
"JAVARIUS GREEN","BOSTON COL",102,51,2,32.88,"D"
"JOJO PHILLIPS","BYU",60,30,2,32.19,"D"
"GRACEN HARRIS","MISS STATE",25,25,1,31.94,"D"
"QUAYD HENDRYX","MINNESOTA",25,25,1,31.88,"D"
"BRYANT WESCO JR.","CLEMSON",82,41,2,28.81,"D"
"ANDREW MARSH","MICHIGAN",90,45,2,28.59,"D"
"COOPER PERRY","CAL",31,31,1,28.44,"D"
"DAMARION FOWLKES","MISSOURI",32,32,1,28.31,"D"
"MAZEO BENNETT JR.","S CAROLINA",58,29,2,28.3,"D"
"DREW WAGNER","NWESTERN",41,41,1,28.26,"D"
"CORY BUTLER JR.","ARIZONA ST",32,32,1,27.94,"D"
"CJ BROWN","ARKANSAS",105,52.5,2,27.15,"D"
"MILES COLEMAN","OKLA STATE",108,54,2,27.11,"D"
"COLE WEAVER","SYRACUSE",72,36,2,26.45,"D-"
"NIC ANDERSON","KENTUCKY",70,35,2,26.01,"D-"
"BRAYDEN TRIMBLE","ILLINOIS",58,29,2,25.98,"D-"
"TANOOK HINES","USC",50,25,2,25.96,"D-"
"CHRIS HUNTER III","ARIZONA",72,36,2,25.83,"D-"
"NITRO TUGGLE","S CAROLINA",17,17,1,25.67,"D-"
"TRAVIS SMITH JR.","TENNESSEE",24,24,1,25.61,"D-"
"ASHTON BETHEL-ROMAN","TEXAS A&M",42,42,1,25.54,"D-"
"GIYAHNI KONTOSIS","CINCINNATI",20,20,1,25.34,"D-"
"DYZIER CARTER","RUTGERS",17,17,1,25.27,"D-"
"JAYCE BROWN","LSU",102,51,2,25.26,"D-"
"MICAHI DANZY","FLORIDA ST",64,64,1,25.08,"D-"
"JAYDEN MOORE","DUKE",40,40,1,24.85,"D-"
"TRISTEN BROWN","VANDERBILT",96,48,2,24.13,"D-"
"HAYDEN ELIGON II","NWESTERN",25,25,1,24.11,"D-"
"JOHNATHAN MONTAGUE JR.","BOSTON COL",17,17,1,23.93,"D-"
"JA'CORY THOMAS","VANDERBILT",22,22,1,23.59,"D-"
"JORDAN KING","CAL",68,34,2,23.46,"D-"
"JAMARI HAWKINS","ARKANSAS",57,28.5,2,21.67,"D-"
"THOMAS BLACKSHEAR","GEORGIA",21,21,1,21.55,"D-"
"MARLION JACKSON","VA TECH",19,19,1,21.36,"D-"
"PHILLIP BELL","OHIO STATE",20,20,1,20.93,"D-"
"ISAIAH JOHNSON","CINCINNATI",48,24,2,20.89,"D-"
"JOHN NEIDER","W VIRGINIA",56,56,1,20.79,"D-"
"RAIDEN VINES-BRIGHT","ARIZONA ST",80,40,2,20.3,"D-"
"MICAH MAYS JR.","FLORIDA",52,26,2,20.16,"D-"
"JALEN MOSS","ARIZONA ST",56,28,2,19.73,"F"
"DJ MILLER","KENTUCKY",66,33,2,19.46,"F"
"DRAYDEN DICKMANN","WAKE",36,36,1,18.82,"F"
"VERNON ALLEN III","RUTGERS",54,27,2,18.77,"F"
"TONY KINSLER","PITTSBURGH",60,30,2,18.37,"F"
"ISAIAH FUHRMANN","GA TECH",58,29,2,17.73,"F"
"EVAN BOYD","IOWA STATE",23,23,1,17.72,"F"
"JOHNTAY COOK II","OLE MISS",37,37,1,17.09,"F"
"ATTICUS JOSEPH","STANFORD",20,20,1,16.86,"F"
"DONOVAN MURPH","S CAROLINA",13,13,1,16.66,"F"
"CALEB GOODIE SR.","MISSOURI",68,34,2,16.47,"F"
"JONANTHONY HALL","STANFORD",36,36,1,16.31,"F"
"JAEDN SKEETE","BOSTON COL",65,65,1,16.22,"F"
"EVAN JAMES","IOWA",58,29,2,15.75,"F"
"CHANNING GOODWIN","MICHIGAN",21,21,1,15.37,"F"
"JACK FOLEY","WAKE",66,33,2,14.55,"F"
"CALEB SMITH","ARIZONA",21,21,1,14.3,"F"
"CARTER PABST","IOWA STATE",13,13,1,14.27,"F"
"DARIUS JOHNSON","SYRACUSE",62,31,2,14.14,"F"
"TY CLAIBORNE","IOWA STATE",23,23,1,13.64,"F"
"RICKY AHUMARAEZE","NWESTERN",27,27,1,12.61,"F"
"KAVON SIMMONS","DUKE",24,24,1,11.81,"F"
"SHAMAR RIGBY","WISCONSIN",15,15,1,11.07,"F"
"ZAMONDRE MERRIWEATHER","SYRACUSE",25,25,1,9.39,"F"
"ELIJAH THOMAS","OKLAHOMA",12,12,1,8.98,"F"
"JARED RICHARDSON","DUKE",114,57,2,8.33,"F"
"BRYSON WILLIAMS","MICH STATE",15,15,1,6.15,"F"
"DEBRAUN HAMPTON","BAYLOR",15,15,1,6.01,"F"
"MALIK ELZY","LSU",15,15,1,4.85,"F"
"BISI OWENS","PURDUE",22,22,1,0.14,"F"
