"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","row_id"
"MALCOLM ALCORN-CROWDER","SMU",21,77.1,"B","DI",2026,"ACC",90.9,73.9,89.8,NA,0,1,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,14,0.357,0.357,17.9,7,0,0,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",171,171
"ELI COENEN","MICH STATE",31,73.66,"B","DI",2026,"Big Ten",69.3,61.4,70.6,60,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,1,0,2,1,18,0.167,0.111,11.1,13,0,0.077,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,4,0,2,0,0,0,0,2,0,2,0,0,4,4,0,0,0,"P4",233,233
"CORTEZ HARRIS","VA TECH",20,73.25,"B","DI",2026,"ACC",78.8,67,75.2,60,0,1,3,2,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,13,0.308,0.154,15.4,7,1,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,4,0,1,1,0,0,1,0,0,2,0,0,4,4,1,0,0,"P4",212,212
"JIDE ABASIRI","USC",32,71.09,"B","DI",2026,"Big Ten",80.6,75.8,72.9,NA,0,0,3,0,0,0,5,5,0,0,0,0,0,0,0,2,0,4,1,15,0.2,0.333,16.7,17,1.67,0.059,0.235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,"P4",141,141
"JERAMIAH MCCLOUD","FLORIDA",29,68.95,"B","DI",2026,"SEC",78.8,76.5,68.7,NA,1,0,4,1,0,0,1,2,1,0,0,0,0,0,0,1,0,4,0,18,0.111,0.111,8.3,11,3.25,0,0.364,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,5,0,0,3,0,0,4,0,0,1,0,0,5,5,0,0,0,"P4",223,223
"LEROY JACKSON","N CAROLINA",42,68.45,"B","DI",2026,"ACC",79.1,81.4,63.9,NA,0,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,1,23,0.043,0.087,4.3,19,2.5,0.053,0.368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,5,0,3,1,0,0,2,3,0,0,0,0,5,5,0,0,0,"P4",186,186
"TREY PIERCE","MICHIGAN",36,67.92,"B","DI",2026,"Big Ten",78.5,74.5,71.4,NA,0,0,2,0,0,0,3,3,3,0,0,0,0,1,0,2,0,3,2,22,0.182,0.136,6.8,14,3.33,0.143,0.429,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,3,0.25,0,2,1,0.25,3,0,1,0,0,0,4,4,0,0,0,"P4",128,128
"JOE HJELLE","INDIANA",17,67.76,"B","DI",2026,"Big Ten",89.3,80.1,77.4,NA,0,0,2,0,0,0,2,2,1,0,0,0,0,2,0,0,0,3,0,9,0.333,0.222,11.1,8,-1.5,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,"P4",184,184
"SANTANA HOPPER","COLORADO",45,67.64,"B","DI",2026,"Big 12",67.2,67.5,69.6,NA,0,0,1,1,0,2,2,5,2,0,0,0,0,0,0,2,1,0,1,32,0.125,0.156,9.4,13,0,0,0.077,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",33,33
"BEAR ALEXANDER","OREGON",53,67.44,"B","DI",2026,"Big Ten",81.9,79.1,77.4,59.3,0,1,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,7,2,25,0.16,0.04,2,27,2.33,0.074,0.296,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,0,0,3,1,0,0,0,0,4,4,0,0,0,"P4",27,27
"TAWFIQ THOMAS","GA TECH",50,66.93,"B","DI",2026,"ACC",74.5,76.2,60.4,NA,0,2,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,7,3,18,0.056,0,0,32,0.25,0.094,0.25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,6,0,2,4,2,0,4,2,0,0,0,0,6,6,0,0,0,"P4",18,18
"NICK JAMES","PITTSBURGH",49,65.97,"B","DI",2026,"ACC",77.2,81.1,70.2,59.2,0,0,0,0,0,1,7,8,1,0,0,0,0,0,0,1,3,2,1,40,0.125,0.2,10,8,0,0,0.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,0,1,1,"P4",20,20
"WILL HOLMES","ILLINOIS",31,65.37,"B","DI",2026,"Big Ten",68.6,65.7,70.3,59.3,0,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3,2,12,0.083,0.083,8.3,18,3,0.111,0.222,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,1,2,1,0,3,1,0,1,0,0,5,5,0,0,0,"P4",163,163
"ELHADJ FALL","VA TECH",23,63.31,"B","DI",2026,"ACC",85.8,68.6,88.4,NA,0,0,1,0,0,0,4,4,0,0,0,0,0,1,0,0,0,2,1,13,0.308,0.308,15.4,10,-1,0.1,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,1,0.5,0,1,1,0.5,1,0,1,0,0,0,2,2,0,0,0,"P4",36,36
"JEFFSON LAFONTANT","UCF",46,63.31,"B","DI",2026,"Big 12",74.1,74.8,66.4,59.6,0,0,3,0,0,1,1,2,1,0,0,0,0,1,0,2,0,1,0,18,0.056,0.111,5.6,27,-1,0,0.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,3,0,0,2,1,0,2,0,0,1,0,0,3,3,0,1,0,"P4",137,137
"KALEN EDWARDS","KENTUCKY",21,62.69,"B","DI",2026,"SEC",92,68.4,93.2,NA,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,10,0.1,0.1,10,11,0,0,0.091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"P4",216,216
"DARRION HENRY-YOUNG","VIRGINIA",24,61.17,"B","DI",2026,"ACC",72.6,71.3,64.5,60,0,1,3,1,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,15,0.067,0.133,10,9,4.5,0,0.222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,0,1,2,0,0,2,0,0,1,0,0,4,4,1,0,0,"P4",6,6
"ISAIAH JOHNSON","N CAROLINA",28,60.96,"B","DI",2026,"ACC",87.3,90,58.5,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,17,2,0,0.471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,3,2,0,0,2,3,0,0,0,0,5,5,0,0,0,"P4",42,42
"JORDAN ALLEN","KANSAS ST",33,60.62,"B","DI",2026,"Big 12",67.3,70,59,NA,0,2,1,0,0,0,4,4,0,0,0,0,0,0,0,3,0,1,1,18,0.056,0.222,11.1,15,2,0.067,0.133,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,3,0.25,2,1,0,0,1,2,0,0,0,1,4,4,0,0,1,"P4",93,93
"DENIGEL COOPER","WISCONSIN",21,60.04,"B","DI",2026,"Big Ten",78.9,61.9,89.2,NA,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,9,0.333,0.333,16.7,12,0,0.083,0.083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",182,182
"HORACE LOCKETT","UCF",39,58.51,"C","DI",2026,"Big 12",73.4,77.7,59.2,NA,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,1,0,3,1,17,0,0.059,5.9,22,-1.5,0.045,0.182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,2,2,0,2,0,0,1,0,0,3,3,0,0,0,"P4",17,17
"KADEAR DEMBELE","WAKE",30,57.61,"C","DI",2026,"ACC",67.6,74.7,64.7,NA,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,3,1,17,0.059,0.118,11.8,13,0,0,0.231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,"P4",207,207
"D'ANTRE ROBINSON","OREGON",22,57.48,"C","DI",2026,"Big Ten",80,66.3,80.3,NA,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,1,3,1,15,0.133,0.2,10,7,4,0.143,0.286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",151,151
"KHALIL LAUFAU","HOUSTON",15,57.4,"C","DI",2026,"Big 12",90.5,78.3,84,NA,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,0.286,0.143,7.1,8,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",133,133
"DEREK COLMAN-BRUSA","WASHINGTON",18,56.86,"C","DI",2026,"Big Ten",76.3,75.3,64.5,NA,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11,0.091,0.091,9.1,7,0,0,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0,1,1,1,0,1,1,0,0,0,0,4,4,0,0,0,"P4",245,245
"ADRIAN FARROW","NC STATE",21,56.13,"C","DI",2026,"ACC",62.9,55.7,66.5,NA,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,13,0.077,0.154,15.4,8,0,0.125,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,3,0,1,0,0,0,0,1,0,2,0,0,3,3,0,0,0,"P4",200,200
"NISSI OGBEBOR","SYRACUSE",51,52.31,"C","DI",2026,"ACC",67.1,69.7,55.7,61.8,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,30,0.033,0,0,21,1,0.095,0.191,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,0.167,3,1,0,0.2,1,3,1,1,1,0,6,6,0,1,0,"P4",219,219
"CODY SIGLER","AUBURN",29,52.24,"C","DI",2026,"SEC",67.7,74.4,57.4,59.5,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,18,0.056,0.056,2.8,11,0,0.182,0.545,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,4,0.2,3,0,0,0.25,0,3,1,1,0,0,5,5,0,1,0,"P4",167,167
"DK KALU","FLORIDA",25,51.21,"C","DI",2026,"SEC",90.5,93.2,59.6,NA,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,16,0.063,0.063,3.1,9,0,0,0.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",108,108
"WILL ECHOLES","OLE MISS",24,50.67,"C","DI",2026,"SEC",75.4,69.6,71.7,NA,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,3,1,12,0.083,0.083,4.2,12,-0.5,0.083,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,2,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,"P4",187,187
"ANSEL DIN-MBUH","TCU",26,50.52,"C","DI",2026,"Big 12",76.5,56.2,81.9,NA,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,1,1,1,19,0.105,0.158,10.5,7,0,0.143,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",103,103
"TOMMY ZIESMER","LOUISVILLE",27,50.51,"C","DI",2026,"ACC",72.9,59.6,76.5,60,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,18,0.167,0.167,8.3,9,3,0.111,0.111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,3,0.25,1,1,0,0.333,1,1,1,0,0,0,3,4,0,1,0,"P4",117,117
"RASHARD PERRY","SYRACUSE",34,50.42,"C","DI",2026,"ACC",68.9,72.1,59.1,NA,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0.053,0,0,15,7,0,0.067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,4,0,3,0,0,0,1,3,0,0,0,0,4,4,0,0,0,"P4",124,124
"STERLING WEBB","MISSOURI",36,50.2,"C","DI",2026,"SEC",70.3,70.7,62.4,60,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,21,0.095,0.048,2.4,15,2,0,0.067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,3,0,1,1,0,0,1,1,0,1,0,0,3,3,0,1,0,"P4",24,24
"VINCENT CARROLL-JACKSON","GA TECH",46,50.08,"C","DI",2026,"ACC",62.5,57.5,69.7,NA,1,1,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,3,5,17,0.118,0.118,5.9,29,2,0.172,0.138,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,4,0.2,1,2,1,0.2,3,1,1,0,0,0,5,5,0,0,0,"P4",74,74
"CURT NEAL","PURDUE",43,50.01,"C","DI",2026,"Big Ten",65.1,66.2,59.8,NA,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,22,0,0.091,6.8,21,8,0.048,0.048,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,3,0,1,0,0,0,1,1,0,0,0,0,3,3,0,0,0,"P4",41,41
"KJ HENSON","W VIRGINIA",32,49.95,"C","DI",2026,"Big 12",75.2,78.9,59.3,NA,0,0,2,0,0,0,1,1,1,0,0,0,0,2,0,0,1,3,1,15,0.067,0.067,3.3,17,-1,0.059,0.235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3,0,0,2,2,0,3,0,0,0,0,0,3,3,0,0,0,"P4",242,242
"NICCO MAGGIO","N CAROLINA",30,49.78,"C","DI",2026,"ACC",75.5,74.5,65.6,NA,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,16,0.125,0,0,14,2,0.143,0.429,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,4,0.2,2,1,0,0.2,2,2,1,0,0,0,5,5,0,0,0,"P4",232,232
"CHRISTIAN HUDSON","BOSTON COL",20,49.69,"C","DI",2026,"ACC",64.2,60.7,65.5,NA,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,10,0,0.1,10,10,2,0.2,0.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,0.25,1,1,0,0.333,1,1,1,1,0,0,4,4,0,0,0,"P4",194,194
"COLBY CRONK","NC STATE",16,49.5,"C","DI",2026,"ACC",73.1,65.2,71.1,NA,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,11,0.091,0.091,4.5,5,0,0.2,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,"P4",201,201
