"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade","Season","Position","Conference","Conference_Level","Pass.Grade","Dropbacks","Attempts","Completion","Completion.Percentage","Adjusted.Completion.Percentage","Passing.Yards","Yards.per.Attempt.Pass","Yards.After.Catch.per.Completion.Percentage","Passing.Touchdowns","Interceptions","Sacks","Average.Time.to.Throw","Batted.Passes","Pass.Break.Up","Turnover.Worthy.Plays","Turnover.Worthy.Plays.Percentage","Big.Time.Throws","Big.Time.Throw.Percentage","Dropped.Passes","NFL.Passer.Rating","Average.Depth.of.Targets","Short.of.Sticks.Percentage","Percentage.of.Pass.Attempts.passed.First.Down.Markers","Air.Yards.Percentage","First.Downs","Play.Action.Percentage","Accuracy.Attempts","Accurate.Plus.Percentage","Catchable.Innacurate.Percentage","Uncatchable.Innacurage.Percentage","Other.Percentage","Accurate.Throw.Percentage","Rush.Grade","Rush.Yards","Yards.per.Attempt.Rush","Rush.Touchdowns","First.Down.Runs","Fumbles","Fumbles.Lost","Missed.Tackles.on.Runs","Yards.before.Contact.per.Attempt","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","row_id"
"MADDUX MADSEN","BOISE ST",80,54.34,"C",2026,"QB","Pac-12","G5",68.6,35,32,22,"68.80%","82.80%",208,6.5,"43.80%",2,0,1,3.04,0,1,0,"0.00%",1,"3.10%",2,107.3,7.3,"56.30%","34.40%","56.30%",13,"42.90%",0,"0","0","0","0","0",69.7,19,6.3,0,1,0,0,2,-3,6.3,2,"33.30%",0.67,1,"0.00%",18
"TREY KUKUK","LA TECH",83,52.99,"C",2026,"QB","Sun Belt","G5",67.6,50,45,25,"55.60%","62.80%",223,5,"48.40%",1,2,2,2.71,0,7,1,"2.00%",1,"2.20%",2,57.9,8.2,"57.80%","37.80%","51.60%",16,"28.00%",0,"0","0","0","0","0",64.9,69,5.3,0,4,0,0,2,1.1,4.2,3,"30.80%",0.15,4,"20.00%",54
"CADEN CREEL","JVILLE ST",52,51.69,"C",2026,"QB","C-USA","G5",59.5,29,27,18,"66.70%","69.20%",213,7.9,"39.40%",2,0,0,2.79,1,1,0,"0.00%",1,"3.70%",0,115.2,11.9,"48.10%","48.10%","60.60%",10,"24.10%",24,"41.70%","20.80%","16.70%","12.50%","62.50%",58.8,34,2.8,0,3,0,0,0,1.1,0.8,2,"25.00%",0,1,"10.00%",22
"TARON DICKENS","N ILLINOIS",59,49.67,"C",2026,"QB","MWC","G5",70.1,44,38,26,"68.40%","75.00%",234,6.2,"42.30%",1,0,2,2.63,2,0,0,"0.00%",1,"2.60%",1,93.5,9.9,"55.30%","39.50%","60.70%",11,"34.10%",0,"0","0","0","0","0",59.2,21,4.2,0,2,0,0,1,-3.6,5,4,"40.00%",0.2,1,"0.00%",37
"LEVI DAVIS","OHIO",20,48.75,"C",2026,"QB","MAC","G5",76.5,18,16,10,"62.50%","62.50%",123,7.7,"45.50%",2,0,1,2.73,0,1,0,"0.00%",2,"12.50%",0,125.8,12.8,"37.50%","62.50%","70.70%",6,"5.60%",0,"0","0","0","0","0",75.3,36,12,0,2,0,0,0,5,1,1,"66.70%",0,2,"0.00%",62
"KADIN SEMONZA","TULANE",62,46.35,"C",2026,"QB","The American","G5",73.4,34,29,13,"44.80%","60.00%",165,5.7,"37.60%",1,0,5,2.79,1,2,0,"0.00%",2,"6.90%",2,74.6,11.3,"44.80%","41.40%","62.40%",8,"14.70%",0,"0","0","0","0","0",65.2,18,4.5,1,2,0,0,0,3,1.5,0,"50.00%",0,0,"0.00%",29
"JAYDEN MANDAL","FRESNO ST",70,45.85,"C",2026,"QB","Pac-12","G5",73.2,34,31,16,"51.60%","66.70%",203,6.5,"51.20%",1,0,0,2.74,1,2,0,"0.00%",0,"0.00%",2,83.1,9.3,"41.90%","45.20%","52.70%",11,"26.50%",0,"0","0","0","0","0",56.8,44,4.4,0,2,0,0,1,0.1,3.4,3,"20.00%",0.1,1,"0.00%",27
"AUSTIN CARLISLE","LA MONROE",52,44.32,"C",2026,"QB","Sun Belt","G5",36.2,30,25,20,"80.00%","84.00%",180,7.2,"50.00%",2,2,3,2.85,0,0,4,"13.30%",0,"0.00%",1,90,5.3,"60.00%","40.00%","53.30%",10,"30.00%",0,"0","0","0","0","0",83.9,117,10.6,0,5,0,0,5,4.2,6.5,2,"45.50%",0.45,3,"0.00%",58
"ROMAN GAGLIANO","MIDDLE TN",71,43.82,"C",2026,"QB","C-USA","G5",70.6,34,31,16,"51.60%","66.70%",173,5.6,"48.50%",2,0,1,2.56,2,1,0,"0.00%",1,"3.20%",0,89.9,7.4,"38.70%","38.70%","54.30%",12,"26.50%",0,"0","0","0","0","0",60.4,15,2.5,0,1,0,0,1,-0.2,1.5,2,"16.70%",0.17,0,"0.00%",39
"JARED HOLLINS","S ALABAMA",74,42.9,"C",2026,"QB","Sun Belt","G5",79.9,27,22,13,"59.10%","79.00%",192,8.7,"53.60%",1,0,0,3.17,2,0,0,"0.00%",2,"9.10%",2,102.8,7.5,"45.50%","40.90%","46.40%",7,"44.40%",0,"0","0","0","0","0",47.9,12,2,0,0,0,0,2,-1,3,5,"0.00%",0.33,0,"0.00%",42
"LANDRY LYDDY","SO MISS",39,42.09,"C",2026,"QB","Sun Belt","G5",40,28,25,14,"56.00%","60.90%",194,7.8,"80.90%",1,1,1,2.38,2,3,2,"7.10%",1,"4.00%",0,77.8,7,"48.00%","44.00%","19.10%",9,"35.70%",21,"4.80%","23.80%","28.60%","19.10%","47.60%",69.3,14,7,0,2,0,0,0,3,0.5,2,"100%",0,0,"0.00%",10
"DEXTER WILLIAMS II","TULSA",65,41.11,"C",2026,"QB","The American","G5",75.8,28,27,14,"51.80%","76.00%",164,6.1,"40.20%",3,0,0,2.45,1,1,0,"0.00%",2,"7.40%",5,107.6,9.5,"55.60%","37.00%","64.00%",10,"46.40%",0,"0","0","0","0","0",43.2,9,3,0,0,1,1,0,0.3,1,1,"0.00%",0,0,"0.00%",3
"BROC LOWRY","W MICHIGAN",65,41.01,"C",2026,"QB","MAC","G5",65.2,28,23,14,"60.90%","80.00%",120,5.2,"31.70%",1,1,2,2.69,0,1,2,"7.10%",2,"8.70%",2,70.9,10.4,"52.20%","34.80%","69.20%",11,"28.60%",0,"0","0","0","0","0",56.7,61,3.8,1,4,1,0,3,1.1,2.7,3,"25.00%",0.19,0,"7.70%",26
"GOOSE CROWDER","TROY",77,40.78,"C",2026,"QB","Sun Belt","G5",48.9,40,35,18,"51.40%","61.30%",230,6.6,"62.20%",2,1,3,2.6,2,5,2,"5.00%",1,"2.90%",1,79.5,8.8,"51.40%","37.10%","37.80%",7,"32.50%",0,"0","0","0","0","0",73.9,14,3.5,0,0,0,0,2,-5.3,8.8,2,"0.00%",0.5,1,"0.00%",5
"TYLER HUGHES","WYOMING",60,40.56,"C",2026,"QB","MWC","G5",58.7,37,31,14,"45.20%","60.70%",173,5.6,"43.40%",0,2,0,3.14,2,3,2,"5.40%",1,"3.20%",3,36.1,12.5,"38.70%","51.60%","56.60%",10,"27.00%",27,"18.50%","14.80%","29.60%","14.80%","55.60%",69.5,76,6.9,0,4,0,0,9,-1.3,8.2,6,"36.40%",0.82,4,"0.00%",16
"RICKIE COLLINS","KENNESAW",65,40.38,"C",2026,"QB","C-USA","G5",64.9,38,35,23,"65.70%","80.00%",189,5.4,"64.50%",0,0,1,2.33,2,2,0,"0.00%",0,"0.00%",1,79.3,5.2,"62.90%","22.90%","35.40%",11,"23.70%",31,"3.20%","9.70%","25.80%","12.90%","64.50%",66.2,41,3.1,0,4,2,1,2,1.5,1.6,2,"30.80%",0.15,2,"0.00%",25
"MATT VEZZA","OHIO",41,40.32,"C",2026,"QB","MAC","G5",64.8,24,17,12,"70.60%","86.70%",113,6.7,"48.70%",2,1,2,2.85,1,0,1,"4.20%",0,"0.00%",1,103.3,7.5,"58.80%","29.40%","52.20%",10,"25.00%",0,"0","0","0","0","0",68,55,7.9,0,3,1,1,0,3,0.9,5,"42.90%",0,3,"0.00%",36
"JAYDEN DENEGAL","S DIEGO ST",78,39.99,"D",2026,"QB","Pac-12","G5",61,37,34,18,"52.90%","66.70%",209,6.2,"53.10%",1,2,3,2.74,0,5,1,"2.70%",1,"2.90%",2,57.1,9.4,"55.90%","32.40%","48.80%",10,"32.40%",0,"0","0","0","0","0",59.8,15,3.8,0,1,0,0,1,0.3,3.5,0,"25.00%",0.25,0,"0.00%",15
"CADEN VELTKAMP","FAU",70,38.82,"D",2026,"QB","The American","G5",58.7,42,38,26,"68.40%","70.30%",204,5.4,"58.30%",0,0,3,2.63,1,4,1,"2.40%",1,"2.60%",0,81.5,6.2,"68.40%","28.90%","41.70%",10,"26.20%",0,"0","0","0","0","0",62.1,1,0.5,0,1,0,0,1,-1.5,2,1,"50.00%",0.5,0,"0.00%",11
"CARTER JONES","NEVADA",60,38.37,"D",2026,"QB","MWC","G5",53.6,30,26,15,"57.70%","77.30%",185,7.1,"48.10%",0,1,1,3.17,0,0,2,"6.70%",0,"0.00%",2,63.8,10,"46.20%","38.50%","51.90%",8,"36.70%",0,"0","0","0","0","0",57,27,2.7,1,2,0,0,0,1.9,0.8,3,"20.00%",0,1,"0.00%",56
"MAX JOHNSON","GA SOUTHRN",70,37.7,"D",2026,"QB","Sun Belt","G5",61.3,40,36,23,"63.90%","69.40%",187,5.2,"79.70%",0,1,1,2.65,0,4,2,"5.00%",0,"0.00%",2,65.4,5.9,"66.70%","33.30%","20.30%",12,"15.00%",30,"26.70%","10.00%","13.30%","20.00%","76.70%",54.4,17,2.8,0,1,0,0,0,0.3,2.2,3,"16.70%",0,0,"0.00%",2
"COLE GONZALES","CHARLOTTE",65,36.74,"D",2026,"QB","The American","G5",59,42,39,24,"61.50%","73.00%",214,5.5,"54.20%",0,2,1,2.48,0,1,2,"4.80%",1,"2.60%",3,54.9,7.1,"61.50%","30.80%","45.80%",12,"19.10%",0,"0","0","0","0","0",51.6,6,3,0,1,0,0,0,-2,3.5,2,"50.00%",0,0,"0.00%",17
"LUKE WEAVER","S JOSE ST",74,35.72,"D",2026,"QB","MWC","G5",33.5,49,40,23,"57.50%","63.20%",277,6.9,"28.20%",1,4,6,3.01,0,2,5,"10.20%",1,"2.50%",1,47.6,11.8,"47.50%","47.50%","71.80%",10,"12.20%",0,"0","0","0","0","0",53.3,15,2.5,0,1,0,0,0,-1.8,4.2,3,"16.70%",0,0,"33.30%",52
"TREY OWENS","ARK STATE",52,34.02,"D",2026,"QB","Sun Belt","G5",56.8,29,25,11,"44.00%","50.00%",133,5.3,"44.40%",0,0,2,2.97,1,4,0,"0.00%",1,"4.00%",0,60.9,12.5,"32.00%","56.00%","55.60%",6,"27.60%",0,"0","0","0","0","0",66.5,67,13.4,0,3,0,0,1,6.2,7.2,2,"60.00%",0.2,3,"0.00%",44
"AIDAN ARMENTA","LA MONROE",30,31.63,"D",2026,"QB","Sun Belt","G5",51.7,23,21,10,"47.60%","57.90%",148,7,"23.60%",1,0,2,3.6,0,2,1,"4.30%",0,"0.00%",1,87,17.3,"28.60%","61.90%","77.00%",6,"26.10%",0,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
"ETHAN HAMPTON","SO MISS",40,29.91,"D",2026,"QB","Sun Belt","G5",79.1,27,27,15,"55.60%","77.30%",128,4.7,"44.50%",0,1,0,2.61,3,0,0,"0.00%",1,"3.70%",2,52.7,7.6,"44.40%","37.00%","55.50%",6,"25.90%",21,"0","38.10%","14.30%","28.60%","47.60%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"CIBASTIAN BROUGHTON","AKRON",19,27.63,"D",2026,"QB","MAC","G5",74.4,14,13,9,"69.20%","84.60%",42,3.2,"114%",0,0,1,2.47,0,0,0,"0.00%",0,"0.00%",2,73.2,3.5,"76.90%","23.10%","-14.30%",3,"64.30%",12,"8.30%","25.00%","0","8.30%","75.00%",70.1,20,10,0,2,0,0,1,2.5,7.5,0,"100%",0.5,2,"50.00%",57
"DARIUS CURRY","COLO STATE",19,27.08,"D",2026,"QB","Pac-12","G5",68.3,14,12,8,"66.70%","75.00%",76,6.3,"64.50%",1,0,0,2.74,0,0,0,"0.00%",0,"0.00%",1,111.8,6.8,"41.70%","58.30%","56.60%",6,"7.10%",12,"25.00%","8.30%","25.00%","0","66.70%",51.2,4,1.3,0,0,0,0,2,-5.7,7,2,"0.00%",0.67,0,"100%",49
"TOA FA'AVAE","NEW MEXICO",43,26.44,"D",2026,"QB","MWC","G5",59.3,22,11,4,"36.40%","63.60%",79,7.2,"46.80%",0,0,5,3.37,0,0,0,"0.00%",1,"9.10%",3,62.3,13.3,"45.50%","54.50%","53.20%",7,"22.70%",0,"0","0","0","0","0",72.8,56,5.6,0,3,0,0,3,2.4,3.2,6,"30.00%",0.3,3,"0.00%",60
"NOAH KIM","E MICHIGAN",55,24.27,"D",2026,"QB","MAC","G5",54.6,33,32,18,"56.30%","69.00%",140,4.4,"60.00%",1,3,1,2.22,0,3,3,"9.10%",1,"3.10%",2,38.5,5.6,"62.50%","28.10%","42.90%",9,"30.30%",0,"0","0","0","0","0",59.8,6,6,0,0,0,0,0,6,0,0,"0.00%",0,0,"0.00%",4
"BROCK GLENN","W KENTUCKY",61,23.94,"D",2026,"QB","C-USA","G5",57.9,35,32,17,"53.10%","75.00%",120,3.8,"39.20%",0,1,1,2.95,0,2,1,"2.90%",0,"0.00%",1,49,6.7,"37.50%","37.50%","60.80%",7,"20.00%",0,"0","0","0","0","0",75.2,38,3.5,0,2,1,0,2,0.5,2.2,1,"18.20%",0.18,0,"0.00%",21
"BRAYDEN ROGGOW","AKRON",41,23.81,"D",2026,"QB","MAC","G5",55.4,29,28,13,"46.40%","66.70%",137,4.9,"49.60%",0,0,1,2.56,1,4,1,"3.50%",0,"0.00%",3,61.2,10.5,"39.30%","46.40%","50.40%",7,"31.00%",23,"0","39.10%","30.40%","21.70%","30.40%",60.8,3,1,0,1,0,0,0,0,1,0,"33.30%",0,0,"0.00%",40
"RYDER BURTON","UAB",57,22.83,"D",2026,"QB","The American","G5",67,32,28,15,"53.60%","62.50%",144,5.1,"32.60%",0,1,3,2.93,2,1,1,"3.10%",1,"3.60%",0,53.3,11.6,"35.70%","50.00%","67.40%",8,"25.00%",0,"0","0","0","0","0",44.9,-5,-1.3,0,0,1,0,0,0,-2.3,1,"0.00%",0,0,"0.00%",31
"KELDRIC LUSTER","BALL ST",55,17.58,"F",2026,"QB","MAC","G5",34.9,28,21,10,"47.60%","68.40%",93,4.4,"60.20%",0,0,2,3.11,0,3,2,"7.10%",0,"0.00%",3,60.2,6.7,"52.40%","38.10%","39.80%",5,"21.40%",0,"0","0","0","0","0",69.8,99,7.1,0,3,0,0,6,1.7,4.6,5,"21.40%",0.43,4,"0.00%",32
"QUINN HENICLE","DOMINION",67,17.45,"F",2026,"QB","Sun Belt","G5",27.9,25,23,9,"39.10%","45.50%",101,4.4,"49.50%",0,2,0,2.81,0,1,4,"16.00%",0,"0.00%",1,16.8,13.9,"34.80%","60.90%","50.50%",5,"24.00%",0,"0","0","0","0","0",59.4,71,3.9,1,4,1,0,2,1.9,2.1,2,"22.20%",0.11,4,"6.30%",48
"K'SAAN FARRAR","COLO STATE",37,16.72,"F",2026,"QB","Pac-12","G5",53.3,28,24,13,"54.20%","75.00%",70,2.9,"88.60%",0,1,0,2.53,0,2,1,"3.60%",0,"0.00%",5,42.4,4.5,"87.50%","12.50%","11.40%",5,"14.30%",24,"8.30%","12.50%","20.80%","4.20%","66.70%",64.4,20,6.7,0,2,0,0,0,4.3,1.3,3,"66.70%",0,0,"0.00%",51
"GRADY BROSTERHOUS","UTAH ST",55,15.68,"F",2026,"QB","Pac-12","G5",43,38,30,15,"50.00%","57.10%",130,4.3,"53.80%",0,2,4,2.8,1,1,2,"5.30%",0,"0.00%",1,34,8.1,"56.70%","36.70%","46.20%",9,"39.50%",0,"0","0","0","0","0",48.5,42,3.2,0,0,0,0,0,0.4,2.9,4,"0.00%",0,0,"22.20%",9
"JAY KASTANTIN","BOWL GREEN",32,11.66,"F",2026,"QB","MAC","G5",45.2,17,17,8,"47.10%","47.10%",97,5.7,"77.30%",1,1,0,2.89,0,1,1,"5.90%",0,"0.00%",0,60.2,9.5,"58.80%","41.20%","22.70%",4,"29.40%",0,"0","0","0","0","0",43.5,-2,-1,0,0,1,1,0,-2,1,0,"0.00%",0,0,"0.00%",63
"OWEN MCCOWN","UTSA",47,11.46,"F",2026,"QB","The American","G5",62,29,26,16,"61.50%","75.00%",79,3,"86.10%",0,1,1,2.52,1,2,0,"0.00%",0,"0.00%",2,50,1.8,"80.80%","11.50%","13.90%",3,"20.70%",0,"0","0","0","0","0",54.2,11,3.7,0,0,0,0,1,0,3.7,2,"0.00%",0.33,0,"0.00%",14
"MITCH GRIFFIS","E CAROLINA",50,9.66,"F",2026,"QB","The American","G5",45.6,18,15,4,"26.70%","35.70%",58,3.9,"31.00%",0,0,1,2.95,0,1,0,"0.00%",0,"0.00%",1,43.2,15.3,"20.00%","73.30%","69.00%",6,"11.10%",0,"0","0","0","0","0",64.6,22,2.4,0,0,0,0,0,2.1,0.3,2,"0.00%",0,1,"14.30%",1
"JASON WRIGHT","BUFFALO",64,7.24,"F",2026,"QB","MAC","G5",37.1,28,27,10,"37.00%","50.00%",60,2.2,"20.00%",0,0,0,2.56,0,5,2,"7.10%",0,"0.00%",1,45.4,8.4,"37.00%","44.40%","80.00%",7,"14.30%",20,"15.00%","20.00%","45.00%","35.00%","35.00%",50.3,19,3.8,0,1,2,1,0,-3.6,7.4,1,"20.00%",0,1,"0.00%",50
