"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"ISAIAH NEAL","PITTSBURGH",44,39.7,"D"
"SAM GREENE","KENTUCKY",36,39.7,"D"
"DONOVAN HOILETTE JR.","N CAROLINA",56,39.67,"D"
"AJ GREEN","LOUISVILLE",31,39.62,"D"
"SOLOMON WILLIAMS","CAL",31,39.18,"D"
"KOBE SMITH","DUKE",21,38.76,"D"
"ALEXANDER MCPHERSON","PENN STATE",24,38.15,"D"
"RYLAN KENNEDY","FLORIDA ST",22,38.13,"D"
"CARSON GENTLE","TENNESSEE",21,37.73,"D"
"T.J. SEARCY","TEXAS A&M",31,37.31,"D"
"WILLIAMS NWANERI","NEBRASKA",31,37.31,"D"
"CARTER MEADOWS","MICHIGAN",16,36.84,"D"
"ADAM KISSAYI","MINNESOTA",16,36.8,"D"
"LANGSTON HARDY","WAKE",61,36.57,"D"
"ISAAC SMITH","MICH STATE",15,36.22,"D"
"LJ MCCRAY","FLORIDA",18,36.16,"D"
"JOSEPH ADEDIRE","NC STATE",17,36.12,"D"
"JORDAN MACK","BAYLOR",41,36.09,"D"
"JAXON HOWARD","MINNESOTA",18,36.06,"D"
"BEAU ATKINSON","OHIO STATE",17,36,"D"
"NASIR WYATT","OREGON",17,35.93,"D"
"COLIN SIMMONS","TEXAS",19,35.87,"D"
"IRA SINGLETON IV","SMU",35,35.82,"D"
"RICHARD WESLEY","TEXAS",24,35.82,"D"
"JACK JANIKOWSKI","IOWA STATE",20,35.7,"D"
"DARRYLL DESIR","FLORIDA ST",21,35.47,"D"
"NICOLAS CLAYTON","WISCONSIN",16,35.33,"D"
"ZINA UMEOZULU","TEXAS",31,35.32,"D"
"CHIMA CHINEKE","IOWA",21,34.92,"D"
"NAHSIR TAYLOR","MARYLAND",49,34.61,"D"
"MILES CAPERS","VANDERBILT",46,33.97,"D"
"ANTO SAKA","TEXAS A&M",23,33.84,"D"
"SIDNEY STEWART","MARYLAND",77,33.56,"D"
"MICAH CARTER","LOUISVILLE",33,33.35,"D"
"PRINCE WILLIAMS","ARIZONA",28,33.35,"D"
"RAMZAK FRUEAN","WASHINGTON",33,33.18,"D"
"JALEN ANDERSON","FLORIDA ST",43,33.04,"D"
"ALEX BRAY","KANSAS",16,32.99,"D"
"DARIEN MAYO","CLEMSON",27,32.93,"D"
"ERNEST COOPER","STANFORD",49,32.59,"D"
"TEVARUA TAFITI","STANFORD",55,32.02,"D"
"WENDELL GREGORY","KANSAS ST",50,31.66,"D"
"LONDON MERRITT","CLEMSON",33,31.4,"D"
"LAMONT LESTER JR.","COLORADO",31,31.33,"D"
"DOMINIC LOLESIO","ARIZONA",18,31.25,"D"
"EZEKIEL LARRY","VIRGINIA",16,31.16,"D"
"KAMERYN CRAWFORD","USC",53,30.46,"D"
"ONYE NWOSISI","BOSTON COL",49,30.23,"D"
"ASHTON PORTER","HOUSTON",54,30.11,"D"
"DAVID OMOPARIOLA","SYRACUSE",33,30.07,"D"
"KENYATTA JACKSON JR.","OHIO STATE",22,29.82,"D"
"TREY WHITE","TEXAS TECH",35,29.41,"D"
"CALEB WHEATLAND","MICH STATE",21,29.37,"D"
"SUNTARINE PERKINS","OLE MISS",42,29.26,"D"
"ISAAC TERRELL","IOWA STATE",21,29.12,"D"
"JAMOND MATHIS","TEXAS TECH",24,28.97,"D"
"NUSI TAUMOEPEAU","BYU",31,28.81,"D"
"CAYMAN SPAULDING","GA TECH",38,28.73,"D"
"WILL HOLMES","ILLINOIS",31,28.73,"D"
"LUKE WAFLE","USC",50,28.7,"D"
"HUNTER CLEGG","BYU",25,28.69,"D"
"WILL WHITSON","MISS STATE",47,28.64,"D"
"MI'QUISE HUMPHREY-GRACE","KENTUCKY",64,28.53,"D"
"IMMANUEL EZEOGU","COLORADO",36,28.27,"D"
"KAMAR MOTHUDI","CAL",21,28.17,"D"
"KEAHNIST THOMPSON","MICH STATE",28,27.67,"D"
"JORDAN NORMAN","TENNESSEE",22,27.67,"D"
"MATAYO UIAGALELEI","OREGON",18,27.6,"D"
"TREY LISLE","MICH STATE",26,27.39,"D"
"HARPER HOLLOMAN","W VIRGINIA",43,27.26,"D"
"KE'VON CARTER","NC STATE",15,27.21,"D"
"JUSTUS BOONE","WISCONSIN",19,27.16,"D"
"GARRICK PONDER","BAYLOR",44,26.97,"D"
"ISAIAH WARD","WASHINGTON",33,26.86,"D"
"CADEN CRAWFORD","IOWA STATE",18,26.84,"D"
"CHASE BOND","NC STATE",37,26.69,"D"
"TAUSILI AKANA","BYU",25,26.52,"D"
"ANTHONY JONES JR.","NEBRASKA",35,26.49,"D"
"MASON CARTER","VANDERBILT",38,26.48,"D"
"JORDAN ROSS","LSU",63,26.43,"D"
"TYREESE FEARBRY","WISCONSIN",43,26.39,"D"
"JOSEPH JONAH-AJONYE","GEORGIA",24,26.07,"D"
"MARCO JONES","TEXAS A&M",34,25.81,"D"
"DANIEL NDUKWE","INDIANA",30,25.55,"D"
"JAYDEN WAYNE","CAL",27,25.45,"D"
"QUINTAVIUS JOHNSON","GEORGIA",30,24.54,"D"
"ZURIAH FISHER","USC",19,24.45,"D"
"JEREMY LEWIS","PURDUE",47,24.41,"D"
"SEKOU KROMAH","RUTGERS",39,24.19,"D"
"GABE HARRIS JR.","GEORGIA",26,24.05,"D"
"KEYSHAWN JOHNSON","SYRACUSE",37,23.94,"D"
"JAH-MARIEN LATHAM","ALABAMA",25,23.57,"D"
"JOHN SCHOBEL","TCU",42,23.45,"D"
"JULIAN WALKER","S CAROLINA",37,23.4,"D"
"DYLAN CARPENTER","LSU",30,23.34,"D"
"RUSSELL DAVIS II","WASHINGTON",22,23.3,"D"
"BRANDON MACK II","HOUSTON",38,23.27,"D"
"RYAN DAVIS","BAYLOR",44,23.24,"D"
"MARIYON DYE","TENNESSEE",25,23.07,"D"
"JADEN JONES","MISSOURI",21,22.67,"D"
"ADAM SHOVLIN","STANFORD",18,22.63,"D"
"JEROD SMITH II","LOUISVILLE",28,22.55,"D"
"TRE SMITH","ARIZONA",27,22.21,"D"
"PAT FARRELL","ILLINOIS",29,22.12,"D"
"DOMINIC KIRKS","NWESTERN",33,21.93,"D"
"CALVIN THOMAS","N CAROLINA",20,21.81,"D"
"JAEDEN MOORE","PITTSBURGH",31,21.8,"D"
"KAHMARI BROWN","IOWA",28,21.7,"D"
"DARRION SMITH","AUBURN",24,21.63,"D"
"ODERA OKAKA","CAL",19,21.47,"D"
"TREY SMITH","PURDUE",43,21.26,"D"
"A.J. HOFFLER","GA TECH",21,21.23,"D"
"KYLER JORDAN","BAYLOR",31,21.04,"D"
"EMAR'RION WINSTON","ARIZONA ST",34,20.76,"D"
"EPI SITANILEI","OHIO STATE",23,20.72,"D"
"DEAMONTAE DIGGS","FLORIDA ST",40,20.53,"D"
"JOSHUA PIERCE","CAL",21,20.47,"D"
"KADE PIETRZAK","NEBRASKA",16,20.47,"D"
"DA'SHAWN WOMACK","AUBURN",37,20.43,"D"
"MYLACHI WILLIAMS","VA TECH",22,20.38,"D"
"HUDSON HOOPER","TCU",39,20.26,"D"
"CORTEZ HARRIS","VA TECH",34,20.01,"D"
"ZACH CROTHERS","PITTSBURGH",22,20,"D"
"LAKENDRICK JAMES","MISS STATE",31,19.95,"F"
"LIAM ANDREWS","PENN STATE",21,19.94,"F"
"THOMAS JOHNSON","CINCINNATI",19,19.57,"F"
"JAMAAL JOHNSON","NWESTERN",37,19.54,"F"
"KHAMARI BROOKS","GEORGIA",28,19.51,"F"
"IKENNA EZEOGU","PENN STATE",28,19.39,"F"
"OMAR STAPLES","STANFORD",46,19.2,"F"
"JAHKAI LANG","SMU",18,19.19,"F"
"JONATHAN MALDONADO","OLE MISS",16,19.09,"F"
"CALEB BACON","PENN STATE",21,18.98,"F"
"PATRICK BAUER","CINCINNATI",28,18.98,"F"
"MALACHI DAVIS","RUTGERS",18,18.95,"F"
"JASON ABBEY","VA TECH",18,18.89,"F"
"GABE KIRSCHKE","WAKE",57,18.84,"F"
"TEITUM TUIOTI","OREGON",15,18.76,"F"
"AIDEN GOBAIRA","UCLA",42,18.71,"F"
"ZION ELEE","MARYLAND",18,18.17,"F"
"ROMAN PITRE","ARIZONA ST",37,18.15,"F"
"BRIAN SIMMS III","CINCINNATI",30,17.8,"F"
"ETHAN DAY","UTAH",29,17.51,"F"
"JIMMY SCOTT","PITTSBURGH",51,17.2,"F"
"BRAYLAN SHELBY","USC",23,16.87,"F"
"JACKSON FORD","PENN STATE",18,16.83,"F"
"CALEB HERRING","S CAROLINA",45,16.76,"F"
"SCOTT TAYLOR","UCLA",35,16.55,"F"
"SAMUEL OKUNLOLA","VA TECH",17,16.53,"F"
"KENDAL WALL","BYU",16,16.38,"F"
"YAMIL TALIB","COLORADO",26,16.29,"F"
"AMONTRAE BRADFORD","GA TECH",23,16.05,"F"
"ANELU LAFAELE","MICH STATE",22,15.97,"F"
"ZEKE DURHAM-CAMPBELL","W VIRGINIA",40,15.84,"F"
"LATREVEON MCCUTCHIN","HOUSTON",36,15.78,"F"
"BRAYDEN MANLEY","GA TECH",21,15.09,"F"
"MALAKI TA'ASE","IOWA STATE",19,14.6,"F"
"DEVIN HYDE","WASHINGTON",30,14.58,"F"
"CHARLES ANDERSON JR.","TEXAS TECH",15,13.73,"F"
"CEDRIC WORKS","KENTUCKY",43,13.47,"F"
"PAUL FITZGERALD","UTAH",24,13.44,"F"
"JACKSON BLACKWELL","BAYLOR",18,13.11,"F"
"JAYSON JENKINS","MISS STATE",38,12.02,"F"
"ELIJAH RUSHING","OREGON",21,11.63,"F"
"ANTHONY SACCA","UCLA",16,10.33,"F"
"FARELL GNAGO","RUTGERS",20,9.47,"F"
"FAVOR BATE","BOSTON COL",16,9.15,"F"
"JAMES WILLIAMS","OKLA STATE",18,9.03,"F"
"RAMAR WILLIAMS","ARIZONA ST",21,8.74,"F"
"CURTIS JONES JR.","VA TECH",18,8.06,"F"
"TYLER WALTON","WAKE",15,0,"F"
